ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0616,2025-01-18T16:26:49Z,Helix Biotech,Enterprise,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,low,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2025-01-19T14:26:12.758418Z
TK-0617,2025-01-18T22:44:25Z,Luminos AI,Enterprise,Question about the mobile app features,"A few of our team members want to use the mobile app. Before we roll it out, can you tell us what features are available on mobile vs desktop? We want to make sure they can at least view tasks, update statuses, and add comments.",account,high,"Shared mobile app feature comparison (KB-1070). Mobile supports: task viewing/editing, status updates, comments, file viewing (not upload), notifications, and basic reporting. Not available on mobile: admin settings, integration management, custom field configuration. Apps available on iOS 15+ and Android 12+.",2025-01-19T18:04:09.810608Z
TK-0620,2025-01-19T04:42:00Z,Atlas Engineering,Growth,REST API returning 429 errors during peak hours,We're getting 429 (Too Many Requests) errors from your API between 9-11 AM when our team is most active. We're making about 200 requests per minute across our integration services. The rate limit headers show a 100/min limit. This is blocking our automated workflows.,integration,medium,Current rate limit for Growth plan is 100 req/min. Analyzed their usage pattern and found redundant polling that could be replaced with webhooks. Helped restructure to use webhooks for real-time events and reduce API polling to 40 req/min. Also applied a temporary rate limit bump to 200/min while they implement changes.,2025-01-19T09:06:31.729704Z
TK-0624,2025-01-21T19:52:18Z,Redwood Pharma,Enterprise,SSO login failing with Okta — SAML assertion error,Our users are getting a SAML assertion error when trying to log in via Okta SSO. The error message says 'Invalid SAML Response: assertion signature mismatch'. This started after we renewed our Okta certificate last week. All 200 users are affected.,integration,critical,The Azure AD SSO integration needed the certificate updated after rotation. Uploaded the new certificate in Admin > Security > SSO > Azure AD Configuration and the SAML validation is passing now. Users should be able to log in normally.,2025-01-22T04:14:16.797330Z
TK-0626,2025-01-22T10:16:33Z,Blueshift Labs,Growth,Incorrect charge on our last invoice,"Hi team, we noticed an extra charge of $450 on our March invoice (INV-2024-3391). We're on the Growth plan and this amount doesn't match our expected billing. Can you look into this? Our finance team needs this resolved before end of quarter. Thanks, Blueshift Labs.",billing,medium,Reviewed invoice INV-2024-3391. Found a proration charge from mid-cycle seat addition on Feb 14. Sent updated breakdown to customer. No credit needed — charge is correct but poorly labeled. Updated invoice description for clarity.,2025-01-24T09:33:02.456647Z
TK-0630,2025-01-24T22:20:00Z,Trident Logistics,Enterprise,File upload silently fails for files over 10MB,"Trying to upload customer contracts (PDF, typically 15-25MB) and the upload appears to complete but the file never shows up in the document list. No error message. Smaller files under 10MB upload fine. We've tried multiple file types. Trident Logistics needs this for our document management workflow.",bug,critical,The upload proxy had a 10MB body limit that wasn't surfaced to the UI. Increased limit to 50MB and added proper error messaging for files exceeding the limit. Also added a progress indicator for large uploads. Config: nginx client_max_body_size updated.,2025-01-26T13:49:25.077614Z
TK-0633,2025-01-25T12:36:27Z,Pinecrest Health,Enterprise,How to configure automated task reminders,We want to set up automated reminders for tasks that are approaching their due date. Is there a way to configure this? We'd like reminders at 3 days and 1 day before the due date.,performance,low,"Automated reminders configurable in Settings > Notifications > Due Date Reminders. Options: 7d, 3d, 1d, same-day, overdue. Can set multiple. Also available per-project in project settings.",2025-01-25T02:36:27Z
TK-0636,2025-01-26T19:08:21Z,Mosaic Creative,Growth,Zapier trigger not firing for new tasks,We have a Zapier automation that should trigger when a new task is created in Steadfast. It worked initially but stopped firing about a month ago. Our Zap history shows no triggers. The Zap is turned on and connected. Other Zaps (not connected to Steadfast) work fine.,integration,medium,The webhook subscription for their Zap had expired (30-day TTL on unauthenticated webhooks). Resubscribed the webhook and recommended they use our authenticated webhook option (requires API key in header) which doesn't expire. Also filed ENG-4488 to extend unauthenticated webhook TTL.,2025-01-27T00:17:11.475733Z
TK-0639,2025-01-28T04:23:39Z,Beacon Analytics,Enterprise,Need to add 15 new team members,"We're onboarding a new department and need to add 15 users to our account. Can you walk me through the bulk user creation process? Also, what permission groups should I set up? We want them to have access to projects but not billing or admin settings.",account,medium,Walked through bulk user invite process (Settings > Team > Bulk Invite via CSV). Recommended creating a 'Department-Standard' permission group with project access but restricted billing/admin. Sent our permission group template guide. All 15 users successfully invited.,2025-01-28T09:09:53.138404Z
TK-0640,2025-01-28T19:22:05Z,Redwood Pharma,Starter,Slack notifications not posting to the right channel,We configured Slack notifications to post to #ops-alerts but they're going to #general instead. We've reconfigured it twice and it reverts each time. This is causing noise in our general channel and our ops team is missing critical alerts.,integration,medium,"Found a bug where the Slack channel selector was saving the channel name but not the channel ID. When Slack's API resolved the name, it was matching a different #general channel from a shared workspace. Fix: updated integration to store and use channel ID. Reconfigured correctly.",2025-01-30T08:09:51.986312Z
TK-0643,2025-01-29T01:11:55Z,Foxglove Logistics,Enterprise,AWS S3 backup integration failing silently,We configured the S3 backup integration last month but just realized no backups have actually been created. The integration status shows 'active' but the S3 bucket is empty. We need reliable backups for compliance. Can you investigate?,integration,medium,The S3 integration was failing on the PutObject call due to a bucket policy that required server-side encryption (SSE-KMS) but our integration was using SSE-S3. Updated the backup service to respect the customer's bucket encryption settings. First backup completed successfully. Added monitoring for backup job failures.,2025-01-30T11:03:46.881526Z
TK-0646,2025-01-29T11:03:38Z,Luminos AI,Starter,Looking for training materials for our end users,"We're rolling out Steadfast to 200 users next month and want to prepare training materials. Do you have any training videos, guides, or a certification program? We'd also like to set up a sandbox environment for people to practice in before going live.",onboarding,low,"Shared resources: 1) Steadfast Academy (academy.steadfast.io) — free self-paced courses, 2) Video library (15 how-to videos), 3) Quick-start PDF guide for end users. Sandbox: enabled a training workspace on their account (Settings > Sandbox > Enable). Valid for 30 days with sample data. Also offered a custom training webinar for their team.",2025-01-30T18:10:55.505544Z
TK-0648,2025-02-01T00:17:20Z,Cascade Dynamics,Growth,CSV export missing from reports page,We really need the ability to export our reports as CSV files. Right now the only option is PDF which doesn't work for our data analysis needs. We've been copying data manually into spreadsheets. It would be great if you could add a CSV export button to the reports page. Several people on our team have asked about this.,bug,medium,"Logged as feature request FR-2956. CSV export for reports is planned for Q3. As a workaround, customers can use the API endpoint GET /v2/reports/{id}/data to retrieve raw data in JSON format, which can be converted to CSV. Sent example script.",2025-02-02T08:03:53.767114Z
TK-0649,2025-02-01T19:26:10Z,Redwood Pharma,Starter,Webhook payloads missing customer_id field,"Since your last update, the webhook payloads for 'invoice.paid' events no longer include the customer_id field. Our integration relies on this field to match payments to our internal records. This is breaking our automated reconciliation process.",bug,medium,Confirmed regression introduced in API v2.8.0. The customer_id field was inadvertently removed during a payload schema migration. Restored the field and added it to the API contract tests. Patch released in v2.8.1. Backfilled missed webhooks for the last 48 hours.,2025-02-03T01:55:19.589368Z
TK-0650,2025-02-02T02:57:28Z,Radiant Energy,Growth,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,low,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2025-02-03T13:20:12.321337Z
TK-0654,2025-02-02T18:23:37Z,Silverlake Insurance,Growth,API response times have doubled in the last week,Our API integration is experiencing significant latency increases. Average response time went from ~200ms to ~500ms across all endpoints. This is impacting our real-time sync. We haven't changed anything on our end. Is there a platform-wide performance issue?,performance,high,Correlated with a database migration that was running during off-peak hours but bleeding into business hours. The migration was rebalancing table partitions. Paused the migration during business hours (9 AM - 6 PM ET) and scheduled completion for weekend. API latency back to normal (~200ms). Will monitor during next maintenance window.,2025-02-04T10:17:27.446190Z
TK-0657,2025-02-02T20:04:57Z,Helix Biotech,Starter,Need ability to bulk-assign tasks,"Currently I have to assign tasks one at a time. With 200+ tasks to reassign during our team restructure, this is extremely tedious. A bulk selection and assign feature would save us hours. Even a CSV import for assignments would work.",feature_request,critical,"Feature request logged as FR-2904. Bulk operations are a priority for Q2. As a workaround, shared our API endpoint for batch task updates (POST /v2/tasks/batch) which can be used with a simple script. Sent example code.",2025-02-04T15:05:41.822452Z
TK-0659,2025-02-05T03:02:35Z,Aurora Creative,Enterprise,Question about enterprise pricing tiers,We're evaluating whether to upgrade from Growth to Enterprise. Can you send over the current Enterprise pricing structure? Specifically interested in volume discounts for 500+ seats and what's included in the Enterprise SLA. Thanks!,billing,medium,"Sent Enterprise pricing sheet (v2024-Q4). Key points: $38/seat/month at 500+ seats, 99.95% SLA, dedicated CSM, priority support queue. Looped in sales (Sarah K.) for a deeper pricing conversation.",2025-02-06T04:28:32.579867Z
TK-0663,2025-02-10T06:22:01Z,Ironclad Security,Enterprise,Need to enable IP allowlisting for our account,"Our security team requires that we restrict access to Steadfast from specific IP ranges only. We need to allowlist our office IPs and VPN ranges. Is this possible? If so, how do we configure it? This is a requirement for our security compliance.",security,low,"IP allowlisting is available on Enterprise plan. Settings: Admin > Security > IP Allowlist. Added customer's IP ranges: 203.0.113.0/24 (office), 198.51.100.0/24 (VPN). Note: ensure VPN IPs are included to avoid lockouts. Sent our IP restriction best practices doc (KB-2001).",2025-02-11T14:18:32.799704Z
TK-0666,2025-02-10T13:47:12Z,Cornerstone Digital,Starter,API rate limit too low for our use case,We're hitting the 100 requests/minute API rate limit constantly. Our integration syncs data bidirectionally and needs at least 500 req/min during peak hours. We've already optimized our batching. Can the limit be raised or can we get a higher-tier API plan?,feature_request,high,Reviewed usage patterns. Increased rate limit to 300 req/min for their account (max for Growth plan). Recommended Enterprise plan for 1000 req/min limit. Also identified 3 API calls in their integration that could be replaced with a single batch endpoint to reduce volume by ~60%.,2025-02-10T19:15:10.502105Z
TK-0667,2025-02-10T18:54:13Z,Palladium Ventures,Growth,Date picker showing wrong month on first click,"When I click on any date picker field, it opens to January 2020 instead of the current month. I have to manually scroll forward to get to the right month. This happens everywhere — task due dates, filter date ranges, report parameters. Minor but really annoying.",bug,low,The date picker library (react-datepicker) initialization was using a stale default. Updated the defaultDate prop to use Date.now(). Verified across all 14 date picker instances in the app. Shipped in v3.14.1.,2025-02-12T04:32:03.271606Z
TK-0670,2025-02-10T23:37:14Z,Zenith Marketing,Growth,Would like to connect Steadfast with Monday.com,Our partner company uses Monday.com and we need to share project status between our two platforms. Is there a way to connect Steadfast with Monday.com? I didn't see it in the integrations marketplace. We'd need at minimum a way to sync task statuses and due dates.,integration,low,Monday.com integration is not currently available. Logged as feature request FR-2963. Recommended using Zapier as a bridge — sent a template Zap that syncs task creation and status changes between Steadfast and Monday.com. Also shared our API documentation for building a custom integration.,2025-02-12T21:59:00.300745Z
TK-0673,2025-02-11T06:53:45Z,Vanguard Financial,Starter,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,low,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2025-02-12T03:19:54.887366Z
TK-0675,2025-02-11T15:08:47Z,Sterling Manufacturing,Enterprise,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,medium,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2025-02-12T11:21:12.430695Z
TK-0677,2025-02-12T07:05:37Z,Tidewater Shipping,Starter,Need help setting up Jira two-way sync,"We want to set up a two-way sync between Steadfast tasks and Jira issues. Specifically: when a task is created in Steadfast with the 'engineering' tag, it should create a Jira issue, and status changes should sync both ways. What's the best approach?",integration,medium,"Walked through the Jira integration setup: 1) Install Steadfast Jira plugin from Atlassian Marketplace, 2) Configure project mapping (Steadfast projects → Jira projects), 3) Set up field mappings and sync rules, 4) Enable bidirectional status sync. Sent detailed setup guide. Note: two-way sync requires Growth plan or higher.",2025-02-13T07:37:01.441406Z
TK-0679,2025-02-13T01:37:39Z,Blackstone Ops,Enterprise,Updating our company address in the billing profile,"We moved offices last month and need to update the billing address on our account. New address is 500 Tech Way, Suite 300, Austin, TX 78701. Also need the address updated on future invoices.",billing,high,Updated billing address in Admin > Billing > Company Details. New address will appear on all future invoices. Previous invoices retain the old address (can generate amended versions if needed for accounting). Confirmed change with customer.,2025-02-13T19:07:07.179997Z
TK-0683,2025-02-13T03:32:49Z,Zenith Marketing,Growth,Data not appearing after Salesforce import,"We set up the Salesforce integration and ran an initial sync yesterday but none of the contact data has appeared in Steadfast. The integration dashboard shows the sync completed successfully but our contacts list is empty. We have about 5,000 contacts in Salesforce that should have synced.",bug,high,"The Salesforce sync completed but contacts were imported into a staging area (not the main contacts list). Customer needed to review and approve the import batch in Settings > Integrations > Salesforce > Pending Imports. Guided them through the approval process. All 5,000 contacts now visible.",2025-02-13T23:34:37.242206Z
TK-0685,2025-02-13T17:18:47Z,Verdant Agriculture,Enterprise,Help configuring SSO with our identity provider,We just purchased Steadfast and need to set up SSO with our Okta instance before we can start rolling out to users. Our IT team has configured the Okta side but we're not sure what settings to use on the Steadfast side. Can you walk us through the SAML configuration?,security,medium,"Scheduled onboarding call for SSO setup. Provided SAML configuration details: ACS URL, Entity ID, certificate. Walked through Okta app configuration. SSO successfully tested with 3 pilot users. Sent post-setup verification checklist (KB-1045). Full rollout recommended after 1-week pilot.",2025-02-14T01:49:07.539825Z
TK-0689,2025-02-13T18:01:41Z,Frostbyte Gaming,Enterprise,Zapier trigger not firing for new tasks,We have a Zapier automation that should trigger when a new task is created in Steadfast. It worked initially but stopped firing about a month ago. Our Zap history shows no triggers. The Zap is turned on and connected. Other Zaps (not connected to Steadfast) work fine.,integration,medium,The webhook subscription for their Zap had expired (30-day TTL on unauthenticated webhooks). Resubscribed the webhook and recommended they use our authenticated webhook option (requires API key in header) which doesn't expire. Also filed ENG-4488 to extend unauthenticated webhook TTL.,2025-02-15T08:28:41.390212Z
TK-0692,2025-02-13T20:33:21Z,Cloudpeak Software,Growth,Requesting audit log for admin actions,"For compliance purposes, we need a detailed audit log of all admin actions — user provisioning, permission changes, data exports, configuration changes. Currently there's no way to see who changed what and when. This is a requirement for our SOC 2 audit.",feature_request,low,Feature request FR-2931. Audit logging is in development for Enterprise plan (target: end of Q2). Shared our current admin activity report (Settings > Admin > Activity) which covers user management actions but not all configuration changes. Recommended Enterprise upgrade for full audit trail when available.,2025-02-15T01:18:26.604931Z
TK-0696,2025-02-14T09:25:23Z,Silverlake Insurance,Starter,Best practices for setting up workflows,"We want to use Steadfast's workflow automation but need guidance on best practices. We have about 10 standard processes we want to automate — things like approval chains, task escalation, and notification rules. Where should I start? Any templates available?",onboarding,medium,"Sent our Workflow Best Practices guide (KB-1030). Recommended starting with their simplest process to learn the builder. Shared 5 workflow templates: approval chain, task escalation, SLA notification, onboarding sequence, and review cycle. Key tip: test workflows in their sandbox workspace first. Offered a workflow design session.",2025-02-16T06:42:54.106282Z
TK-0700,2025-02-15T18:21:14Z,Pinecrest Health,Growth,Pagination broken on team member list,Our organization has 340 team members. The team management page only shows the first 50 and the 'Next' button doesn't work — it refreshes the same page. I can't access members beyond page 1. This makes user management impossible for us.,bug,medium,Pagination offset was being reset to 0 on each navigation due to a state management bug in the React component. Fixed the useEffect dependency array. Also increased default page size to 100. Deployed in v3.14.2.,2025-02-17T03:35:39.896161Z
TK-0702,2025-02-17T02:07:06Z,NovaTech Solutions,Growth,Transfer account ownership to new admin,Our previous IT admin (jordan.smith@NovaTech Solutions) has left the company. I'm the new admin and need full ownership transferred to me (alex.chen@NovaTech Solutions). Jordan's account should be deactivated. What documentation do you need for this?,account,critical,"Account ownership transfer requires: 1) Written request from a company officer (sent form), 2) Domain verification (confirmed alex.chen@ matches account domain). Transfer completed. Jordan's account deactivated. All API keys regenerated as a security precaution.",2025-02-18T17:54:13.358215Z
TK-0704,2025-02-17T17:50:37Z,NovaTech Solutions,Starter,Requesting a copy of our annual contract,"Hi, I'm the new finance director at NovaTech Solutions. I need a copy of our current annual contract for an internal audit. Could you send over the signed agreement and any amendments? We also need confirmation of our current per-seat pricing.",billing,high,"Sent signed contract (executed 2024-01-15) and Amendment #1 (2024-06-01) via secure link. Confirmed current pricing: $45/seat/month on Growth annual plan, 120 seats.",2025-02-17T23:35:46.900959Z
TK-0705,2025-02-17T20:54:58Z,Granite Construction Co.,Starter,Account locked after too many login attempts,My account got locked after entering the wrong password too many times (I recently changed it). I can't access the password reset because my email on file is my old work email. I need to get back in ASAP — I have a client presentation in 2 hours.,account,low,Identity verified via security questions and account ownership confirmation (matching company domain + role). Unlocked account and sent password reset to verified alternate email. Updated primary email on file. Recommended enabling SSO to avoid future lockouts.,2025-02-19T13:22:12.746463Z
TK-0709,2025-02-17T21:28:02Z,NovaTech Solutions,Growth,Salesforce sync stopped working after update,Our Salesforce integration hasn't synced any data since last Tuesday. We updated Salesforce to their Spring '25 release the day before. No errors showing in the integration dashboard but the last sync timestamp is stuck on March 4. We depend on this for our sales pipeline visibility.,integration,high,Salesforce Spring '25 changed their OAuth token refresh flow. Our integration was using a deprecated endpoint. Updated the Salesforce connector to use the new token endpoint. Triggered a full resync. All records caught up within 2 hours. Added monitoring alert for sync staleness.,2025-02-19T14:59:49.065698Z
TK-0712,2025-02-18T16:09:33Z,Northwind Logistics,Enterprise,Production environment completely down,Our entire Steadfast workspace is inaccessible. All 500 users are getting 503 errors. This is our primary project management tool and we have critical deliverables due today. Our operations are at a standstill. Need immediate assistance.,performance,critical,Critical outage caused by a region-specific AWS availability zone failure affecting the customer's workspace shard. Initiated failover to secondary AZ within 8 minutes. Full service restored in 22 minutes. Sent post-incident report. Discussing multi-region deployment option for their account.,2025-02-20T03:15:36.387580Z
TK-0713,2025-02-19T10:16:40Z,Northwind Logistics,Enterprise,How to customize the sidebar navigation,"I find the default sidebar layout a bit confusing. Is it possible to reorder the navigation items or hide sections we don't use? For example, we never use the 'Goals' or 'Wiki' features and they just take up space.",account,high,"Sidebar customization available in Settings > Interface > Sidebar. Can reorder, hide, and pin navigation items. Changes are per-user (each team member can customize their own). For workspace-wide defaults: Admin > Interface Defaults. Shared customization guide (KB-1085).",2025-02-21T07:50:44.756192Z
TK-0714,2025-02-19T11:57:00Z,Atlas Engineering,Growth,Pagination broken on team member list,Our organization has 340 team members. The team management page only shows the first 50 and the 'Next' button doesn't work — it refreshes the same page. I can't access members beyond page 1. This makes user management impossible for us.,bug,medium,Pagination offset was being reset to 0 on each navigation due to a state management bug in the React component. Fixed the useEffect dependency array. Also increased default page size to 100. Deployed in v3.14.2.,2025-02-20T17:14:03.031865Z
TK-0715,2025-02-22T04:31:32Z,Ironpeak Systems,Enterprise,How do I change my notification preferences?,Quick question — how do I adjust which email notifications I receive? I'm getting too many alerts for things that aren't relevant to me. I looked in settings but couldn't find the notification preferences page.,account,high,"Directed to Settings > Notifications > Email Preferences. Walked through the options: can toggle notifications per project, per event type, and set quiet hours. Sent KB-1012 notification management guide.",2025-02-24T00:29:53.386392Z
TK-0717,2025-02-22T22:53:30Z,Verdant Agriculture,Growth,Request to merge two duplicate accounts,We somehow ended up with two separate Steadfast accounts — one from when our marketing team signed up independently and one from our IT-managed deployment. Can these be merged? We want to consolidate under the IT-managed account and migrate the marketing team's projects.,account,medium,"Account merge is a manual process. Initiated merge request (MERGE-0891). Plan: export marketing account projects, import into IT account, redirect SSO. Timeline: 3-5 business days. Sent pre-merge checklist for customer to verify data before migration.",2025-02-23T11:37:44.982300Z
TK-0719,2025-02-24T00:47:26Z,Crestline Education,Growth,Need ability to bulk-assign tasks,"Currently I have to assign tasks one at a time. With 200+ tasks to reassign during our team restructure, this is extremely tedious. A bulk selection and assign feature would save us hours. Even a CSV import for assignments would work.",feature_request,critical,"Feature request logged as FR-2904. Bulk operations are a priority for Q2. As a workaround, shared our API endpoint for batch task updates (POST /v2/tasks/batch) which can be used with a simple script. Sent example code.",2025-02-24T11:18:26.813908Z
TK-0721,2025-02-24T04:59:34Z,Helix Biotech,Growth,Calculated fields returning #ERROR,"Custom calculated fields in our project tracker are all showing #ERROR instead of values. These are simple formulas like SUM and AVERAGE across numeric columns. They were working fine until this morning. Affects all projects, not just one.",bug,low,The formula evaluation engine was updated overnight and introduced a type coercion bug — numeric strings weren't being cast before arithmetic. Reverted the engine to the previous version and scheduled a proper fix. All calculated fields restored.,2025-02-25T21:11:56.662554Z
TK-0724,2025-02-24T08:46:10Z,Crestline Education,Growth,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,low,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2025-02-26T04:21:00.571450Z
TK-0728,2025-02-25T01:47:21Z,Horizon Tech,Enterprise,How to archive completed projects,We have about 30 completed projects cluttering our workspace. How do I archive them so they're out of the way but still accessible if we need to reference them later?,account,high,"Projects > Select project > Settings > Archive. Archived projects move to the Archive section (sidebar). Still fully searchable and accessible, just hidden from the main view. Can bulk archive: Projects > Select multiple > Actions > Archive. Sent guide on archive management (KB-1075).",2025-02-26T15:15:34.797954Z
TK-0729,2025-02-26T06:22:04Z,Zenith Marketing,Starter,Can't export reports to PDF anymore,"The PDF export feature on the reports page stopped working about a week ago. When I click 'Export to PDF' nothing happens — no download, no error message. I've tried Chrome and Firefox. Other export formats (CSV, XLSX) work fine. This was working before.",bug,high,Root cause: the PDF rendering service (wkhtmltopdf) was failing silently after a dependency update. Logs showed a missing font package. Reinstalled fonts and restarted the rendering service. PDF exports now working. Added health check for the PDF service.,2025-02-27T08:11:37.803473Z
TK-0731,2025-02-26T18:27:12Z,Catalyst Robotics,Growth,Dashboard shows wrong numbers since yesterday,Our analytics dashboard has been showing completely wrong numbers since yesterday morning. Revenue figures are about 3x what they should be. Multiple team members are seeing the same thing. We rely on this for daily standups. This is really disruptive.,bug,medium,Identified a data aggregation bug introduced in v3.14.2 (deployed March 10). The revenue rollup was double-counting transactions with multiple line items. Hotfix deployed in v3.14.3. Dashboard numbers now correct. Verified with customer.,2025-02-27T10:03:12.501538Z
TK-0735,2025-02-27T04:09:43Z,Keystone Education,Starter,Google Calendar integration showing duplicate events,Every meeting scheduled in Steadfast is creating two events in Google Calendar. It's been happening for about a week. Deleting one copy deletes both. Our team's calendars are a mess with all these duplicates. We have 50+ meetings a week so this is a significant problem.,integration,medium,"Root cause: a retry mechanism in the Google Calendar connector was not checking for idempotency. When the first API call succeeded but timed out, the retry created a duplicate. Added idempotency key to event creation requests. Cleaned up existing duplicates via batch API. Fix deployed in connector v1.9.2.",2025-02-28T04:27:31.273575Z
TK-0736,2025-02-28T22:51:30Z,Polaris Navigation,Enterprise,App crashes on mobile when opening projects,"The Steadfast iOS app crashes immediately when I try to open any project with more than about 50 tasks. It just freezes for a second then goes back to the home screen. I'm on iPhone 15 Pro with the latest app version and iOS 18. This happens every single time, not intermittently.",performance,high,Identified a crash caused by the task list component trying to render all tasks at once instead of using lazy loading. The memory usage spike exceeded the iOS app memory limit. Fix deployed in app v2.15.1: implemented virtual scrolling for task lists and reduced initial fetch to 20 tasks with pagination. Crash rate dropped to zero in testing.,2025-03-02T14:59:25.605911Z
TK-0740,2025-03-03T06:48:42Z,Palladium Ventures,Enterprise,Need information about our SLA terms,"We're doing an internal review of all our vendor SLAs and need detailed information about our current SLA with Steadfast. Specifically: uptime guarantees, response time commitments, penalty clauses for SLA breaches, and the escalation process. Can you send us the full SLA document?",account,low,"Sent the Enterprise SLA document (v2024). Key terms: 99.95% uptime guarantee, 15-min response for P1 issues, 2-hour response for P2, service credits for SLA breaches (10% credit per 0.1% below target). Also sent the escalation matrix and quarterly SLA compliance report for their account.",2025-03-05T03:57:35.164248Z
TK-0741,2025-03-04T06:44:15Z,Sterling Manufacturing,Growth,Charged wrong amount after upgrading to Growth plan,"We upgraded from Starter to Growth last week and our first invoice shows $4,500 instead of the expected $3,200. We have 80 seats at $40/seat/month. The math doesn't add up. Can you explain the charge or issue a correction?",billing,high,The tax calculation was applying a 12% rate instead of the correct 8.5% for the customer's jurisdiction. Corrected the tax rate in the billing system and issued a credit of $157.50 for the overcharge. Future invoices will reflect the correct tax rate.,2025-03-05T23:38:54.761027Z
TK-0745,2025-03-05T02:43:12Z,Evergreen SaaS,Starter,Calculated fields returning #ERROR,"Custom calculated fields in our project tracker are all showing #ERROR instead of values. These are simple formulas like SUM and AVERAGE across numeric columns. They were working fine until this morning. Affects all projects, not just one.",bug,medium,The formula evaluation engine was updated overnight and introduced a type coercion bug — numeric strings weren't being cast before arithmetic. Reverted the engine to the previous version and scheduled a proper fix. All calculated fields restored.,2025-03-05T17:51:48.581783Z
TK-0747,2025-03-06T07:13:37Z,Quantum Legal,Growth,AWS S3 backup integration failing silently,We configured the S3 backup integration last month but just realized no backups have actually been created. The integration status shows 'active' but the S3 bucket is empty. We need reliable backups for compliance. Can you investigate?,integration,low,The S3 integration was failing on the PutObject call due to a bucket policy that required server-side encryption (SSE-KMS) but our integration was using SSE-S3. Updated the backup service to respect the customer's bucket encryption settings. First backup completed successfully. Added monitoring for backup job failures.,2025-03-06T22:39:09.274379Z
TK-0751,2025-03-06T23:28:09Z,ClearEdge Financial,Enterprise,Automated reports sending to wrong recipients,Our scheduled weekly report that should go to the management team (distribution list: mgmt@ClearEdge Financial) is being sent to individual contributors instead. We noticed this started after we updated our team structure last week. Some sensitive data may have been exposed to the wrong people.,bug,medium,The report distribution logic was caching the recipient list and not invalidating on team structure changes. Cleared the cache and added cache-busting on team membership updates. Verified correct recipients for next scheduled send. Recommended customer review who received the misrouted reports.,2025-03-08T09:30:05.263881Z
TK-0755,2025-03-07T02:55:54Z,Blackstone Ops,Growth,Slack notifications not posting to the right channel,We configured Slack notifications to post to #ops-alerts but they're going to #general instead. We've reconfigured it twice and it reverts each time. This is causing noise in our general channel and our ops team is missing critical alerts.,integration,medium,"Found a bug where the Slack channel selector was saving the channel name but not the channel ID. When Slack's API resolved the name, it was matching a different #general channel from a shared workspace. Fix: updated integration to store and use channel ID. Reconfigured correctly.",2025-03-08T21:45:13.845890Z
TK-0756,2025-03-07T15:34:56Z,Primewave Telecom,Enterprise,Custom dashboard widgets,"The default dashboard layout doesn't quite fit our workflow. We'd love to be able to create custom widgets — like a KPI tracker that pulls specific metrics, or a team workload heatmap. Configurable dashboards would be a huge value-add for us.",feature_request,low,"Feature request FR-2917. Custom dashboards are in active development (alpha internally). Added to early access list. In the meantime, suggested using the embedded analytics iframe option with their BI tool.",2025-03-08T12:16:40.497445Z
